canonical_chain_id,canonical_chain_name,latest_paper_ready_year,final_risk_score,any_support,risk_bearing_ge2,material_risk_ge3,direct_funded_eq4,final_forms,providers,purposes,evidence_quote
U_170ead02,Abu Omar Halal,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
S0033,AC Hotels by Marriott hotels and residences,2026,4,1,1,1,1,partial_loan_guarantee | mezzanine_loan,franchisor | third_party,construction_conversion | other,"However, from time to time, under very limited circumstances and at our sole discretion, we may offer certain hotels credit support in the form of a contingent guaranty of a portion of a loan provided by a third-party lender, or we may make a mezzanine loan. || We may sell or assign any interest we have in any promissory note you execute in our favor or any loan we may advance to you."
U_b4b8790b,"Academy Leadership Franchising, LLC",2017,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing to you; We do not guarantee your note, lease or obligation"
S3647,Acai Express,2022,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
S5340,ACASA Senior Care,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. We do not guarantee your note, lease or any other obligation."
U_8f1270de,"Accelerated Services Franchise, LLC",2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. We do not guarantee your loan, note, lease, or other obligations."
U_e37ccddb,"Acceleration Products, Inc",2017,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. We do not guarantee your note, lease or obligation. || Neither we nor any affiliate receive payment for the placing of financing."
S5979,Access Garage Doors,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
S8031,Accurate Leak & Line,2024,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligations."
U_d690c171,"ACE DuraFlo Systems, LLC",2022,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing nor do we guaranty any note, lease, or obligation you might incur."
S5226,Ace Handyman Services,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
S7932,Ace Hardware Painting Services,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
U_328dd4af,"Ace Painting Franchising, LLC",2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
S7951,Ace Pickleball Club,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee any note, lease, or obligations on your behalf."
S5130,Ace Sushi,2026,4,1,1,1,1,seller_fee_financing | seller_inventory_or_equipment_credit | direct_loan | seller_fee_financing | seller_inventory_or_equipment_credit | direct_loan | seller_store_purchase_financing | seller_fee_financing | seller_inventory_or_equipment_credit | seller_store_purchase_financing | direct_loan,franchisor,fee | equipment | inventory | store_acquisition | working_capital | fee | inventory | equipment | working_capital | store_acquisition,"At our discretion, we may offer financing for some or all of the following in the form of deductions from Commissions we pay you. || We self-finance the above financing. We do not require any security interest. We do not have any practice or intent to sell, assign or discount the financing arrangements to any third party. We do not arrange financing from other sources, and we do not guarantee your obligations to third parties. || Ace may provide the franchisee upon request with a monetary advance of up to $10,000 to assist in operations. || AMG maintains a Secured Interest in Sushi Robot || Neither we nor any affiliate guarantee any note, lease, or obligation of yours in connection with the purchase or establishment of your Ace Sushi Bar."
S3797,ACFN Franchised Inc,2026,2,1,1,0,0,initial_fee_installment | promissory_note,franchisor,fee,"Neither we or our affiliates guarantee your loans or other obligations, nor receive payments or other consideration for the placing of financing. || We may offer you financing of your initial franchise fee through a promissory note with us. || we may finance up to $10,000 of the initial franchise fee. || It is not our current practice or intent to sell, assign, or discount to a third party all or part of any financing arrangement."
U_0467dc66,"ACME Locksmith Franchising, LLC",2017,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing || We do not guarantee your note, lease or obligations"
U_90d991b4,ACT FRANCHISING CORPORATION,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
U_2bc45249,ActiKare In Home Care Services,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
S2334,"ActiKare, Inc",2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
U_66a2a37a,"ActionCOACH North America, Inc",2022,0,0,0,0,0,no_financing_involvement,none,not_applicable,"Neither we nor ACNA nor its affiliates offer any direct or indirect financing to you. || We will not guarantee any note, lease, or other obligation you may make to others."
S0069,"ActionCOACH OneCo, LLC",2026,2,1,1,0,0,discretionary_financial_assistance_instrument_unspecified,franchisor,other,"In limited and exceptional circumstances, we may, at our sole discretion, offer financing or other payment arrangements to qualified candidates. || We will not guarantee any note, lease, or other obligation you may make to others."
U_18752b3f,"ActivCore Franchising, LLC",2016,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not: (i) offer any direct or indirect financing to you; (ii) guaranty any of your notes, leases or obligations; or (iii) have any practice or intent to sell, assign or discount to a third party all or part of your financing arrangements. || We do not receive direct or indirect payments for placing financing."
U_059c1edd,"Active Digital Signage, LLC",2014,2,1,1,0,0,seller_fee_financing,franchisor,fee,"We may, but need not, offer financing for the initial franchise fee, initial equipment package fee and territory conversion fee (if applicable). || We do not guarantee any of your notes, leases or obligations. || We may sell or assign your promissory note, although it is not our current practice to do so."
U_3d9294c8,AcuSpray,2024,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or other obligation."
U_c33819a1,Adam & Eve,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee any note, lease, or obligation on your behalf."
U_903a3baf,ADVANCED FRESH CONCEPTS WILD BLUE ZENSHI AFC,2025,2,1,1,0,0,installment_payment_plan | seller_store_purchase_financing,franchisor,inventory | equipment | store_acquisition | other,"We can finance certain expenses you incur in operating your Food Service Counter, at our discretion, in circumstances when the commission payable to you is less than the balance owed to us. || We self-finance the above purchases. We do not require any security interest to obtain financing. || If you purchase an existing business from us and ask us to finance part of your purchase price, you will sign a promissory note."
